acc	evalue	score
APL08074.1	1.4e-216	731.9
APL16025.1	1.4e-216	731.9
APL18927.1	1.4e-216	731.9
APL24908.1	1.4e-216	731.9
APL30863.1	1.4e-216	731.9
APL39103.1	1.4e-216	731.9
APL44847.1	1.4e-216	731.9
APL51312.1	1.4e-216	731.9
APL57778.1	1.4e-216	731.9
APL63929.1	1.4e-216	731.9
APL75096.1	1.4e-216	731.9
APL84484.1	1.4e-216	731.9
APL89457.1	1.4e-216	731.9
APY06494.1	1.4e-216	731.9
AQV18224.1	1.4e-216	731.9
AQV40058.1	1.4e-216	731.9
AQV81051.1	1.4e-216	731.9
AQZ80057.1	1.4e-216	731.9
ARA05560.1	1.4e-216	731.9
ARA17869.1	1.4e-216	731.9
ARA31588.1	1.4e-216	731.9
ARA36993.1	1.4e-216	731.9
ARD53577.1	1.4e-216	731.9
ARD79107.1	1.4e-216	731.9
ARD82973.1	1.4e-216	731.9
ARE49684.1	1.4e-216	731.9
ARH99449.1	1.4e-216	731.9
ARJ98457.1	1.4e-216	731.9
ARM77568.1	1.4e-216	731.9
ARV29884.1	1.4e-216	731.9
ARV34734.1	1.4e-216	731.9
ARV49092.1	1.4e-216	731.9
ARW90482.1	1.4e-216	731.9
ARX54296.1	1.4e-216	731.9
ASA59784.1	1.4e-216	731.9
ASA68134.1	1.4e-216	731.9
ASE47868.1	1.4e-216	731.9
ASF04706.1	1.4e-216	731.9
ASG52056.1	1.4e-216	731.9
ASI53531.1	1.4e-216	731.9
ASJ45657.1	1.4e-216	731.9
ASL62267.1	1.4e-216	731.9
ASQ69424.1	1.4e-216	731.9
AST63709.1	1.4e-216	731.9
ATB10763.1	1.4e-216	731.9
ATB15958.1	1.4e-216	731.9
ATB85261.1	1.4e-216	731.9
ATC04876.1	1.4e-216	731.9
ATG08174.1	1.4e-216	731.9
ATG12686.1	1.4e-216	731.9
ATG59845.1	1.4e-216	731.9
ATM26344.1	1.4e-216	731.9
ATO77502.1	1.4e-216	731.9
ATU37035.1	1.4e-216	731.9
ATX10005.1	1.4e-216	731.9
ATX37803.1	1.4e-216	731.9
ATZ40472.1	1.4e-216	731.9
AUA44485.1	1.4e-216	731.9
AUJ94094.1	1.4e-216	731.9
AUK03439.1	1.4e-216	731.9
AUL67829.1	1.4e-216	731.9
AUO40546.1	1.4e-216	731.9
AUP44470.1	1.4e-216	731.9
AUT11397.1	1.4e-216	731.9
AUU29832.1	1.4e-216	731.9
AUV31728.1	1.4e-216	731.9
AUX05032.1	1.4e-216	731.9
AUX66333.1	1.4e-216	731.9
AUY03255.1	1.4e-216	731.9
AUY31376.1	1.4e-216	731.9
AUY79468.1	1.4e-216	731.9
AUY85622.1	1.4e-216	731.9
AUZ02732.1	1.4e-216	731.9
AVE96086.1	1.4e-216	731.9
AVG01441.1	1.4e-216	731.9
AVL08760.1	1.4e-216	731.9
AVL31852.1	1.4e-216	731.9
AVM04341.1	1.4e-216	731.9
AVN03430.1	1.4e-216	731.9
AVN08986.1	1.4e-216	731.9
AVT70992.1	1.4e-216	731.9
AVU47910.1	1.4e-216	731.9
AVU68215.1	1.4e-216	731.9
AVV73390.1	1.4e-216	731.9
AWF11240.1	1.4e-216	731.9
AWF18653.1	1.4e-216	731.9
AWF24126.1	1.4e-216	731.9
AWJ07151.1	1.4e-216	731.9
AWJ51285.1	1.4e-216	731.9
AWK01603.1	1.4e-216	731.9
AWX40674.1	1.4e-216	731.9
AWY90609.1	1.4e-216	731.9
AWZ70121.1	1.4e-216	731.9
AXE59939.1	1.4e-216	731.9
AXE70140.1	1.4e-216	731.9
AXF70275.1	1.4e-216	731.9
AXG17083.1	1.4e-216	731.9
AXH83891.1	1.4e-216	731.9
AXK28473.1	1.4e-216	731.9
AXL01516.1	1.4e-216	731.9
AXO04969.1	1.4e-216	731.9
AXO82639.1	1.4e-216	731.9
AXP28963.1	1.4e-216	731.9
AXV27765.1	1.4e-216	731.9
AXZ41246.1	1.4e-216	731.9
AYB99940.1	1.4e-216	731.9
AYC49431.1	1.4e-216	731.9
AYL87992.1	1.4e-216	731.9
AYL93509.1	1.4e-216	731.9
AYM21720.1	1.4e-216	731.9
AYQ03042.1	1.4e-216	731.9
AYV43945.1	1.4e-216	731.9
AZU86030.1	1.4e-216	731.9
AZW06593.1	1.4e-216	731.9
BAB38150.1	1.4e-216	731.9
BAG79601.1	1.4e-216	731.9
BBC52971.1	1.4e-216	731.9
BBM80477.1	1.4e-216	731.9
BBQ23439.1	1.4e-216	731.9
BBQ59817.1	1.4e-216	731.9
BBU11269.1	1.4e-216	731.9
BCG34135.1	1.4e-216	731.9
BCG39196.1	1.4e-216	731.9
BCG40381.1	1.4e-216	731.9
BCO01751.1	1.4e-216	731.9
CAQ34138.1	1.4e-216	731.9
CAV00909.1	1.4e-216	731.9
CBG36998.1	1.4e-216	731.9
CCQ31434.2	1.4e-216	731.9
QAA04463.1	1.4e-216	731.9
QAR43642.1	1.4e-216	731.9
QAS87513.1	1.4e-216	731.9
QAS92129.1	1.4e-216	731.9
QAU67162.1	1.4e-216	731.9
QAU74724.1	1.4e-216	731.9
QAU85529.1	1.4e-216	731.9
QAU93584.1	1.4e-216	731.9
QAU99258.1	1.4e-216	731.9
QAV76050.1	1.4e-216	731.9
QAZ74436.1	1.4e-216	731.9
QAZ87720.1	1.4e-216	731.9
QBB82604.1	1.4e-216	731.9
QBR17829.1	1.4e-216	731.9
QCC33583.1	1.4e-216	731.9
QCD67382.1	1.4e-216	731.9
QCH59004.1	1.4e-216	731.9
QCH64189.1	1.4e-216	731.9
QCH69667.1	1.4e-216	731.9
QCH85356.1	1.4e-216	731.9
QCH90977.1	1.4e-216	731.9
QCL23295.1	1.4e-216	731.9
QCL28797.1	1.4e-216	731.9
QCL34228.1	1.4e-216	731.9
QCL39659.1	1.4e-216	731.9
QCL45248.1	1.4e-216	731.9
QCL50954.1	1.4e-216	731.9
QCL56423.1	1.4e-216	731.9
QCL62080.1	1.4e-216	731.9
QCL67570.1	1.4e-216	731.9
QCM19479.1	1.4e-216	731.9
QCM24960.1	1.4e-216	731.9
QCM30446.1	1.4e-216	731.9
QCM35933.1	1.4e-216	731.9
QCM41425.1	1.4e-216	731.9
QCM46907.1	1.4e-216	731.9
QCM52400.1	1.4e-216	731.9
QCM57884.1	1.4e-216	731.9
QCM63372.1	1.4e-216	731.9
QCM68861.1	1.4e-216	731.9
QCM74355.1	1.4e-216	731.9
QCM79833.1	1.4e-216	731.9
QCM85302.1	1.4e-216	731.9
QCM90779.1	1.4e-216	731.9
QCM96275.1	1.4e-216	731.9
QCN01752.1	1.4e-216	731.9
QCN07243.1	1.4e-216	731.9
QCN12726.1	1.4e-216	731.9
QCN18223.1	1.4e-216	731.9
QCN23633.1	1.4e-216	731.9
QCN29110.1	1.4e-216	731.9
QCN34597.1	1.4e-216	731.9
QCN40164.1	1.4e-216	731.9
QCN45720.1	1.4e-216	731.9
QCN51184.1	1.4e-216	731.9
QCN56662.1	1.4e-216	731.9
QCN62153.1	1.4e-216	731.9
QCN67622.1	1.4e-216	731.9
QCN73086.1	1.4e-216	731.9
QCN78562.1	1.4e-216	731.9
QCR14411.1	1.4e-216	731.9
QCT10486.1	1.4e-216	731.9
QCV10032.1	1.4e-216	731.9
QCV20089.1	1.4e-216	731.9
QCV36295.1	1.4e-216	731.9
QDA48119.1	1.4e-216	731.9
QDC32616.1	1.4e-216	731.9
QDD28184.1	1.4e-216	731.9
QDG07287.1	1.4e-216	731.9
QDJ68758.1	1.4e-216	731.9
QDK08150.1	1.4e-216	731.9
QDN45453.1	1.4e-216	731.9
QDR62770.1	1.4e-216	731.9
QDZ54179.1	1.4e-216	731.9
QEF03480.1	1.4e-216	731.9
QEG52720.1	1.4e-216	731.9
QEG87874.1	1.4e-216	731.9
QEO90707.1	1.4e-216	731.9
QEP67828.1	1.4e-216	731.9
QEP72659.1	1.4e-216	731.9
QEQ37654.1	1.4e-216	731.9
QES61955.1	1.4e-216	731.9
QFG85058.1	1.4e-216	731.9
QFG90349.1	1.4e-216	731.9
QFG95595.1	1.4e-216	731.9
QFH01059.1	1.4e-216	731.9
QFH06463.1	1.4e-216	731.9
QFH11978.1	1.4e-216	731.9
QFH17413.1	1.4e-216	731.9
QFH22686.1	1.4e-216	731.9
QFH28134.1	1.4e-216	731.9
QFH33526.1	1.4e-216	731.9
QFV73624.1	1.4e-216	731.9
QFV96569.1	1.4e-216	731.9
QFW15542.1	1.4e-216	731.9
QFW49179.1	1.4e-216	731.9
QFW83305.1	1.4e-216	731.9
QFX06518.1	1.4e-216	731.9
QFX37064.1	1.4e-216	731.9
QGF13908.1	1.4e-216	731.9
QGG87884.1	1.4e-216	731.9
QGJ06987.1	1.4e-216	731.9
QGJ25329.1	1.4e-216	731.9
QGJ58208.1	1.4e-216	731.9
QGJ62552.1	1.4e-216	731.9
QGK02404.1	1.4e-216	731.9
QGL23798.1	1.4e-216	731.9
QGL39677.1	1.4e-216	731.9
QGQ41654.1	1.4e-216	731.9
QGQ68211.1	1.4e-216	731.9
QGU98726.1	1.4e-216	731.9
QGX85671.1	1.4e-216	731.9
QGX86766.1	1.4e-216	731.9
QHB88234.1	1.4e-216	731.9
QHD14578.1	1.4e-216	731.9
QHG44814.1	1.4e-216	731.9
QHI50484.1	1.4e-216	731.9
QHI53425.1	1.4e-216	731.9
QHJ58796.1	1.4e-216	731.9
QHJ68081.1	1.4e-216	731.9
QHN00131.1	1.4e-216	731.9
QHP65081.1	1.4e-216	731.9
QHR33777.1	1.4e-216	731.9
QHR38847.1	1.4e-216	731.9
QHR43710.1	1.4e-216	731.9
QHR48318.1	1.4e-216	731.9
QHR52956.1	1.4e-216	731.9
QHR57516.1	1.4e-216	731.9
QHS06847.1	1.4e-216	731.9
QHW51982.1	1.4e-216	731.9
QHW61263.1	1.4e-216	731.9
QHW76243.1	1.4e-216	731.9
QHW80826.1	1.4e-216	731.9
QHW94550.1	1.4e-216	731.9
QIB20269.1	1.4e-216	731.9
QIE50523.1	1.4e-216	731.9
QIE84218.1	1.4e-216	731.9
QIF14604.1	1.4e-216	731.9
QIF20707.1	1.4e-216	731.9
QIF69286.1	1.4e-216	731.9
QIH53465.1	1.4e-216	731.9
QIJ93320.1	1.4e-216	731.9
QIL65354.1	1.4e-216	731.9
QIT51889.1	1.4e-216	731.9
QJB67415.1	1.4e-216	731.9
QJG51525.1	1.4e-216	731.9
QJH51887.1	1.4e-216	731.9
QJP83074.1	1.4e-216	731.9
QJS68832.1	1.4e-216	731.9
QJU26196.1	1.4e-216	731.9
QJU31991.1	1.4e-216	731.9
QJY78821.1	1.4e-216	731.9
QJY82857.1	1.4e-216	731.9
QJY86887.1	1.4e-216	731.9
QJY90927.1	1.4e-216	731.9
QJY94954.1	1.4e-216	731.9
QJZ01844.1	1.4e-216	731.9
QJZ05922.1	1.4e-216	731.9
QJZ14190.1	1.4e-216	731.9
QJZ37581.1	1.4e-216	731.9
QJZ42958.1	1.4e-216	731.9
QJZ48253.1	1.4e-216	731.9
QJZ53822.1	1.4e-216	731.9
QJZ59171.1	1.4e-216	731.9
QJZ64124.1	1.4e-216	731.9
QJZ69585.1	1.4e-216	731.9
QJZ75083.1	1.4e-216	731.9
QJZ80485.1	1.4e-216	731.9
QJZ86009.1	1.4e-216	731.9
QJZ91370.1	1.4e-216	731.9
QJZ96547.1	1.4e-216	731.9
QKA01840.1	1.4e-216	731.9
QKA07154.1	1.4e-216	731.9
QKA12648.1	1.4e-216	731.9
QKA18283.1	1.4e-216	731.9
QKA23779.1	1.4e-216	731.9
QKA29161.1	1.4e-216	731.9
QKA34533.1	1.4e-216	731.9
QKA39944.1	1.4e-216	731.9
QKA45128.1	1.4e-216	731.9
QKA50515.1	1.4e-216	731.9
QKA55831.1	1.4e-216	731.9
QKA66575.1	1.4e-216	731.9
QKA71922.1	1.4e-216	731.9
QKA77316.1	1.4e-216	731.9
QKA82536.1	1.4e-216	731.9
QKA87939.1	1.4e-216	731.9
QKA93272.1	1.4e-216	731.9
QKA98699.1	1.4e-216	731.9
QKB04152.1	1.4e-216	731.9
QKB04594.1	1.4e-216	731.9
QKB09776.1	1.4e-216	731.9
QKB20121.1	1.4e-216	731.9
QKB25479.1	1.4e-216	731.9
QKB30492.1	1.4e-216	731.9
QKB35452.1	1.4e-216	731.9
QKB40592.1	1.4e-216	731.9
QKB45690.1	1.4e-216	731.9
QKB51151.1	1.4e-216	731.9
QKB56460.1	1.4e-216	731.9
QKB61760.1	1.4e-216	731.9
QKB67100.1	1.4e-216	731.9
QKB72484.1	1.4e-216	731.9
QKB77766.1	1.4e-216	731.9
QKB83269.1	1.4e-216	731.9
QKB88552.1	1.4e-216	731.9
QKB93891.1	1.4e-216	731.9
QKB99316.1	1.4e-216	731.9
QKC03866.1	1.4e-216	731.9
QKF11806.1	1.4e-216	731.9
QKF16556.1	1.4e-216	731.9
QKF17906.1	1.4e-216	731.9
QKW73319.1	1.4e-216	731.9
QLM23679.1	1.4e-216	731.9
QLM27767.1	1.4e-216	731.9
QLM32185.1	1.4e-216	731.9
QLM41301.1	1.4e-216	731.9
QLM45711.1	1.4e-216	731.9
QLM91575.1	1.4e-216	731.9
QLN25006.1	1.4e-216	731.9
QLN35251.1	1.4e-216	731.9
QLN38441.1	1.4e-216	731.9
QLO09960.1	1.4e-216	731.9
QLO63544.1	1.4e-216	731.9
QME65342.1	1.4e-216	731.9
QME69951.1	1.4e-216	731.9
QMF01591.1	1.4e-216	731.9
QMH69041.1	1.4e-216	731.9
QMJ71909.1	1.4e-216	731.9
QMJ76369.1	1.4e-216	731.9
QML48180.1	1.4e-216	731.9
QNC55683.1	1.4e-216	731.9
QOH75588.1	1.4e-216	731.9
QOH83658.1	1.4e-216	731.9
QQA96296.1	1.4e-216	731.9
QQB95905.1	1.4e-216	731.9
QRQ31132.1	1.4e-216	731.9
QZN64285.1	1.4e-216	731.9
SNW16130.1	1.4e-216	731.9
SQE29585.1	1.4e-216	731.9
SQE46232.1	1.4e-216	731.9
SQE60672.1	1.4e-216	731.9
UEX70573.1	1.4e-216	731.9
ULI19152.1	1.4e-216	731.9
ULI33585.1	1.4e-216	731.9
ULI42279.1	1.4e-216	731.9
ULI66762.1	1.4e-216	731.9
ULJ16508.1	1.4e-216	731.9
ULJ39373.1	1.4e-216	731.9
ULJ97411.1	1.4e-216	731.9
ULK40852.1	1.4e-216	731.9
ULK45280.1	1.4e-216	731.9
ULK87688.1	1.4e-216	731.9
UMU69721.1	1.4e-216	731.9
UMU78218.1	1.4e-216	731.9
UMV38174.1	1.4e-216	731.9
UMV42730.1	1.4e-216	731.9
VDY71972.1	1.4e-216	731.9
VDY96344.1	1.4e-216	731.9
VEB61561.1	1.4e-216	731.9
VEC14694.1	1.4e-216	731.9
VEC41475.1	1.4e-216	731.9
VEC58731.1	1.4e-216	731.9
VEC61464.1	1.4e-216	731.9
VED09878.1	1.4e-216	731.9
VED22160.1	1.4e-216	731.9
VED38478.1	1.4e-216	731.9
VED44938.1	1.4e-216	731.9
VED50991.1	1.4e-216	731.9
ULK11142.1	1.4e-216	731.9
ULK15883.1	1.4e-216	731.9
QER68570.1	1.5e-216	731.8
QLW43450.1	1.5e-216	731.8
QHQ05747.1	1.5e-216	731.8
QQM49257.1	1.5e-216	731.8
BBS39267.1	1.6e-216	731.8
QPK00439.1	1.6e-216	731.8
ARR58514.1	1.6e-216	731.8
ATM82719.1	1.6e-216	731.8
ATX41190.1	1.6e-216	731.8
ATX57428.1	1.6e-216	731.8
AUO34671.1	1.6e-216	731.8
AVJ72816.1	1.6e-216	731.8
AVS45586.1	1.6e-216	731.8
AVU63146.1	1.6e-216	731.8
AWA19288.1	1.6e-216	731.8
AWO30779.1	1.6e-216	731.8
AXN85943.1	1.6e-216	731.8
AXZ88558.1	1.6e-216	731.8
AYL11021.1	1.6e-216	731.8
AZA01561.1	1.6e-216	731.8
AZH36074.1	1.6e-216	731.8
BBT13609.1	1.6e-216	731.8
QBR69445.1	1.6e-216	731.8
QDN31924.1	1.6e-216	731.8
QKI58314.1	1.6e-216	731.8
QKI67000.1	1.6e-216	731.8
QOH88492.1	1.6e-216	731.8
UJB77735.1	1.6e-216	731.7
ALD77554.1	1.6e-216	731.7
ATX91021.1	1.6e-216	731.7
AUV41399.1	1.6e-216	731.7
AVD77397.1	1.6e-216	731.7
AWV29020.1	1.6e-216	731.7
BBV43298.1	1.6e-216	731.7
BBV48247.1	1.6e-216	731.7
BBV53339.1	1.6e-216	731.7
BBW14132.1	1.6e-216	731.7
BBW19161.1	1.6e-216	731.7
BBW43275.1	1.6e-216	731.7
QCD04038.1	1.6e-216	731.7
QET56923.1	1.6e-216	731.7
QNM18439.1	1.6e-216	731.7
QNM23903.1	1.6e-216	731.7
QNM28592.1	1.6e-216	731.7
QNM33825.1	1.6e-216	731.7
QPO99408.1	1.6e-216	731.7
UKK88535.1	1.6e-216	731.7
ULK55855.1	1.6e-216	731.7
UMB88581.1	1.6e-216	731.7
UQQ20791.1	1.6e-216	731.7
URR12963.1	1.6e-216	731.7
VEC19024.1	1.6e-216	731.7
APT64832.1	1.7e-216	731.7
ANJ37530.1	1.8e-216	731.6
ULK27109.1	1.8e-216	731.6
VDY91694.1	1.8e-216	731.6
VDZ06161.1	1.8e-216	731.6
VDZ33686.1	1.8e-216	731.6
AHW96484.1	1.8e-216	731.6
AVG35775.1	1.8e-216	731.6
AZL64101.1	1.8e-216	731.6
QLV61515.1	1.8e-216	731.6
QLY67155.1	1.8e-216	731.6
QQE39650.1	1.8e-216	731.6
QVK36618.1	1.8e-216	731.6
UAN17466.1	1.8e-216	731.6
UNG05073.1	1.8e-216	731.6
UOY51254.1	1.8e-216	731.6
UOY61305.1	1.8e-216	731.6
ABB63883.1	1.8e-216	731.6
AHA68010.1	1.8e-216	731.6
AHY10682.1	1.8e-216	731.6
AWS94456.1	1.8e-216	731.6
AYL68410.1	1.8e-216	731.6
BBV33106.1	1.8e-216	731.6
BBV38106.1	1.8e-216	731.6
QET64414.1	1.8e-216	731.6
UBX44723.1	1.8e-216	731.6
UQX59317.1	1.8e-216	731.6
QSW35343.1	1.8e-216	731.6
QWW79735.1	1.8e-216	731.6
AMA05395.1	1.9e-216	731.5
QLO49537.1	1.9e-216	731.5
QLR30771.1	1.9e-216	731.5
AKF23005.1	1.9e-216	731.5
AOT35173.1	1.9e-216	731.5
APG34334.1	1.9e-216	731.5
APL62014.1	1.9e-216	731.5
APW92935.1	1.9e-216	731.5
AUA41629.1	1.9e-216	731.5
AWJ00981.1	1.9e-216	731.5
AWS63604.1	1.9e-216	731.5
AXT78429.1	1.9e-216	731.5
AYQ14178.1	1.9e-216	731.5
AZQ78471.1	1.9e-216	731.5
AZU82644.1	1.9e-216	731.5
CBJ03580.1	1.9e-216	731.5
QEH04126.1	1.9e-216	731.5
QEP48901.1	1.9e-216	731.5
QGY12489.1	1.9e-216	731.5
QIN71979.1	1.9e-216	731.5
ULJ54660.1	1.9e-216	731.5
UMU37631.1	1.9e-216	731.5
VEA84543.1	1.9e-216	731.5
ATG02994.1	1.9e-216	731.5
VDZ91213.1	1.9e-216	731.5
ABP62649.1	1.9e-216	731.5
QHQ01790.1	2e-216	731.5
AKL02188.1	2e-216	731.4
QKI66922.1	2.2e-216	731.3
ATF51541.1	2.2e-216	731.3
QCA20504.1	2.2e-216	731.3
QMR45818.1	2.2e-216	731.3
AUT94778.1	2.2e-216	731.3
APJ84399.1	2.2e-216	731.3
AKK50667.1	2.3e-216	731.2
QJF82015.1	2.3e-216	731.2
QHG54378.1	2.4e-216	731.1
AVY97130.1	2.4e-216	731.1
QMM54757.1	2.4e-216	731.1
AWV51027.1	2.5e-216	731.1
AYE44973.1	2.5e-216	731.1
QNF98198.1	2.5e-216	731.1
UON34561.1	2.5e-216	731.1
AAN45305.1	2.5e-216	731.1
AAP18893.1	2.5e-216	731.1
ADA76168.1	2.5e-216	731.1
AIL38216.1	2.5e-216	731.1
AIL43150.1	2.5e-216	731.1
AKK56280.1	2.5e-216	731.1
AMM77189.1	2.5e-216	731.1
AMN60130.1	2.5e-216	731.1
AMN64959.1	2.5e-216	731.1
ASQ55273.1	2.5e-216	731.1
ASQ59083.1	2.5e-216	731.1
ASQ61848.1	2.5e-216	731.1
ASQ80082.1	2.5e-216	731.1
ATH69983.1	2.5e-216	731.1
AXC58442.1	2.5e-216	731.1
AYV05050.1	2.5e-216	731.1
AZG49216.1	2.5e-216	731.1
CDX09274.1	2.5e-216	731.1
QBQ20877.1	2.5e-216	731.1
QEO94343.1	2.5e-216	731.1
QGK10897.1	2.5e-216	731.1
QGU50923.1	2.5e-216	731.1
QGU58934.1	2.5e-216	731.1
QGU70931.1	2.5e-216	731.1
QGU74976.1	2.5e-216	731.1
QKV82385.1	2.5e-216	731.1
QKW68447.1	2.5e-216	731.1
QKX26776.1	2.5e-216	731.1
QLG54464.1	2.5e-216	731.1
UON88369.1	2.5e-216	731.1
UPR44111.1	2.5e-216	731.1
ASD61477.1	2.5e-216	731.1
ANE60102.1	2.5e-216	731.1
APJ63385.1	2.5e-216	731.1
APJ90279.1	2.5e-216	731.1
APJ96102.1	2.5e-216	731.1
APK24996.1	2.5e-216	731.1
APL72526.1	2.5e-216	731.1
ASL29534.1	2.5e-216	731.1
ULI23643.1	2.5e-216	731.1
ULI61984.1	2.5e-216	731.1
ULK73365.1	2.5e-216	731.1
ULK84504.1	2.5e-216	731.1
CAR19112.1	2.6e-216	731.1
AVE57536.1	2.6e-216	731.0
BCL50647.1	2.6e-216	731.0
QLN30547.1	2.6e-216	731.0
QOC43601.1	2.6e-216	731.0
AMG52225.1	2.6e-216	731.0
AUZ64175.1	2.6e-216	731.0
BCU50732.1	2.6e-216	731.0
QED54435.1	2.7e-216	731.0
AVJ76900.1	2.8e-216	730.9
QEP81904.1	2.8e-216	730.9
UMV18854.1	2.8e-216	730.9
VED04503.1	2.8e-216	730.9
UNC48201.1	2.8e-216	730.9
APR31220.1	2.8e-216	730.9
ARC42248.1	2.8e-216	730.9
ATX00815.1	2.8e-216	730.9
QMI03042.1	2.8e-216	730.9
QRQ74056.1	3e-216	730.9
QEH58177.1	3e-216	730.9
QBX81907.1	3e-216	730.8
CBK84278.1	3e-216	730.8
QRA71687.1	3.1e-216	730.8
API49741.1	3.1e-216	730.8
APJ56233.1	3.1e-216	730.8
AQV53503.1	3.1e-216	730.8
ATB75525.1	3.1e-216	730.8
AZZ28911.1	3.1e-216	730.8
BBQ46927.1	3.1e-216	730.8
BBR02506.1	3.1e-216	730.8
BBU02356.1	3.1e-216	730.8
QBY20970.1	3.1e-216	730.8
QCV41925.1	3.1e-216	730.8
QDK73463.1	3.1e-216	730.8
QDM86311.1	3.1e-216	730.8
QEF65641.1	3.1e-216	730.8
QEH91207.1	3.1e-216	730.8
QES68381.1	3.1e-216	730.8
QEZ41751.1	3.1e-216	730.8
QID73290.1	3.1e-216	730.8
QJF91015.1	3.1e-216	730.8
QJG10026.1	3.1e-216	730.8
QKI42292.1	3.1e-216	730.8
QRA81254.1	3.1e-216	730.8
QRA85968.1	3.1e-216	730.8
QRB03117.1	3.1e-216	730.8
QRB07673.1	3.1e-216	730.8
QRB18878.1	3.1e-216	730.8
QRB37952.1	3.1e-216	730.8
QRB61531.1	3.1e-216	730.8
BBP15073.1	3.2e-216	730.8
URN99147.1	3.2e-216	730.7
UJD96583.1	3.3e-216	730.7
BBV19406.1	3.3e-216	730.7
QGS14245.1	3.3e-216	730.7
UHD36621.1	3.3e-216	730.7
QMK80440.1	3.3e-216	730.7
QMK85055.1	3.3e-216	730.7
QPB32293.1	3.3e-216	730.7
QZA36366.1	3.3e-216	730.7
ALA00186.1	3.4e-216	730.7
APR43588.1	3.4e-216	730.7
ASA05544.1	3.4e-216	730.7
ASB85022.1	3.4e-216	730.7
AVU48754.1	3.4e-216	730.7
AWQ41618.1	3.4e-216	730.7
AWQ55832.1	3.4e-216	730.7
AWR67005.1	3.4e-216	730.7
AWX01790.1	3.4e-216	730.7
AXL97813.1	3.4e-216	730.7
AZU65422.1	3.4e-216	730.7
QBH61504.1	3.4e-216	730.7
QEL31725.1	3.4e-216	730.7
QIF26935.1	3.4e-216	730.7
QIF32050.1	3.4e-216	730.7
QMV76343.1	3.4e-216	730.7
QPO90756.1	3.4e-216	730.7
AOP89522.1	3.4e-216	730.7
AIE62088.1	3.5e-216	730.6
AIN20943.1	3.5e-216	730.6
AIN26287.1	3.5e-216	730.6
AIX57421.1	3.5e-216	730.6
AKK77173.1	3.5e-216	730.6
AKK90216.1	3.5e-216	730.6
AKK98636.1	3.5e-216	730.6
AKL54007.1	3.5e-216	730.6
ANS15340.1	3.5e-216	730.6
AOP80648.1	3.5e-216	730.6
AOP98206.1	3.5e-216	730.6
ARA27030.1	3.5e-216	730.6
ASB73300.1	3.5e-216	730.6
ASQ75144.1	3.5e-216	730.6
AVF17664.1	3.5e-216	730.6
AVJ82481.1	3.5e-216	730.6
AVU18239.1	3.5e-216	730.6
AVZ12506.1	3.5e-216	730.6
AWS80007.1	3.5e-216	730.6
AWV78237.1	3.5e-216	730.6
AWZ98234.1	3.5e-216	730.6
AXO42408.1	3.5e-216	730.6
AXO44956.1	3.5e-216	730.6
BBM23648.1	3.5e-216	730.6
BBW29262.1	3.5e-216	730.6
BBW33769.1	3.5e-216	730.6
BCZ50770.1	3.5e-216	730.6
BCZ60392.1	3.5e-216	730.6
QAV59478.1	3.5e-216	730.6
QDQ75032.1	3.5e-216	730.6
QEI60553.1	3.5e-216	730.6
QEI69804.1	3.5e-216	730.6
QFH83573.1	3.5e-216	730.6
QFI20299.1	3.5e-216	730.6
QGU34564.1	3.5e-216	730.6
QHC75682.1	3.5e-216	730.6
QHI59568.1	3.5e-216	730.6
QIE66029.1	3.5e-216	730.6
QJP75067.1	3.5e-216	730.6
QLA02259.1	3.5e-216	730.6
QLT97630.1	3.5e-216	730.6
QLU69987.1	3.5e-216	730.6
QLU90189.1	3.5e-216	730.6
QMV97361.1	3.5e-216	730.6
QOX68745.1	3.5e-216	730.6
QPD71292.1	3.5e-216	730.6
QPO45467.1	3.5e-216	730.6
QPO50737.1	3.5e-216	730.6
QPO69716.1	3.5e-216	730.6
QPO74554.1	3.5e-216	730.6
QPO80441.1	3.5e-216	730.6
QPO84861.1	3.5e-216	730.6
QPX99035.1	3.5e-216	730.6
QQW43062.1	3.5e-216	730.6
QSB73211.1	3.5e-216	730.6
QSG93647.1	3.5e-216	730.6
QSG98270.1	3.5e-216	730.6
QSH02875.1	3.5e-216	730.6
QSH07377.1	3.5e-216	730.6
QSH11991.1	3.5e-216	730.6
QSH16605.1	3.5e-216	730.6
QSH21213.1	3.5e-216	730.6
QSH25827.1	3.5e-216	730.6
QSH30443.1	3.5e-216	730.6
SMF87102.1	3.5e-216	730.6
UFK51110.1	3.5e-216	730.6
VAV76362.1	3.5e-216	730.6
VEB11900.1	3.5e-216	730.6
QCD07047.1	3.5e-216	730.6
ANZ89732.1	3.5e-216	730.6
AOI29132.1	3.5e-216	730.6
ASG46798.1	3.5e-216	730.6
AUZ71905.1	3.5e-216	730.6
AVQ91377.1	3.5e-216	730.6
AXZ50640.1	3.5e-216	730.6
AYL54089.1	3.5e-216	730.6
AYL59131.1	3.5e-216	730.6
AYL77780.1	3.5e-216	730.6
AYY44774.1	3.5e-216	730.6
CAD5360511.1	3.5e-216	730.6
QAT72622.1	3.5e-216	730.6
QCW54190.1	3.5e-216	730.6
QDE42421.1	3.5e-216	730.6
QFH77594.1	3.5e-216	730.6
QFH82449.1	3.5e-216	730.6
QFX87822.1	3.5e-216	730.6
QGJ38951.1	3.5e-216	730.6
QGJ44989.1	3.5e-216	730.6
QGJ52509.1	3.5e-216	730.6
