acc	evalue_clade1	score_clade1	evalue_clade2	score_clade2
ATA41250.1	0.081	24.3	8.1e-08	43.7
AYU64342.1	0.081	24.3	8.1e-08	43.7
QPZ79021.1	0.081	24.3	8.1e-08	43.7
BAW80574.1	0.081	24.3	2.3e-13	62.0
CUM58998.1	0.081	24.3	0.0069	27.4
QHE77286.1	0.081	24.3	6.5e-22	90.1
QHE81710.1	0.081	24.3	6.5e-22	90.1
AMU18193.1	0.082	24.3	6.8e-06	37.3
AQQ50556.1	0.082	24.3	6.8e-06	37.3
CDN49508.1	0.082	24.3	0.042	24.8
QKJ99477.1	0.082	24.3	5.0	18.0
AAN33318.1	0.082	24.3	5e-08	44.3
ABY39137.1	0.082	24.3	5e-08	44.3
ACO01989.1	0.082	24.3	5e-08	44.3
ACU49247.1	0.082	24.3	5e-08	44.3
AEK55566.1	0.082	24.3	5e-08	44.3
AEM19597.1	0.082	24.3	5e-08	44.3
AEU07267.1	0.082	24.3	5e-08	44.3
AHN47868.1	0.082	24.3	5e-08	44.3
AIJ66358.1	0.082	24.3	5e-08	44.3
AIJ69831.1	0.082	24.3	5e-08	44.3
AIJ72580.1	0.082	24.3	5e-08	44.3
AIJ87457.1	0.082	24.3	5e-08	44.3
AIJ87843.1	0.082	24.3	5e-08	44.3
AIJ93947.1	0.082	24.3	5e-08	44.3
AIN85443.1	0.082	24.3	5e-08	44.3
AIN88448.1	0.082	24.3	5e-08	44.3
AJM86018.1	0.082	24.3	5e-08	44.3
ALM35593.1	0.082	24.3	5e-08	44.3
ALY33214.1	0.082	24.3	5e-08	44.3
AOG47920.1	0.082	24.3	5e-08	44.3
AOG50950.1	0.082	24.3	5e-08	44.3
AOG53968.1	0.082	24.3	5e-08	44.3
AQQ57762.1	0.082	24.3	5e-08	44.3
ASU67329.1	0.082	24.3	5e-08	44.3
ASU70171.1	0.082	24.3	5e-08	44.3
ASZ31634.1	0.082	24.3	5e-08	44.3
ATQ53238.1	0.082	24.3	5e-08	44.3
ATV15263.1	0.082	24.3	5e-08	44.3
AUS47986.1	0.082	24.3	5e-08	44.3
AUS55312.1	0.082	24.3	5e-08	44.3
AVM31959.1	0.082	24.3	5e-08	44.3
AWT06992.1	0.082	24.3	5e-08	44.3
AXX07390.1	0.082	24.3	5e-08	44.3
AXX09657.1	0.082	24.3	5e-08	44.3
AXX13719.1	0.082	24.3	5e-08	44.3
AZH17287.1	0.082	24.3	5e-08	44.3
QBE52583.1	0.082	24.3	5e-08	44.3
QBE55721.1	0.082	24.3	5e-08	44.3
QBE58859.1	0.082	24.3	5e-08	44.3
QEX85622.1	0.082	24.3	5e-08	44.3
QEX88236.1	0.082	24.3	5e-08	44.3
QFP67991.1	0.082	24.3	5e-08	44.3
QOK53916.1	0.082	24.3	5e-08	44.3
QOK56852.1	0.082	24.3	5e-08	44.3
QOK59779.1	0.082	24.3	5e-08	44.3
QOK62688.1	0.082	24.3	5e-08	44.3
QOK68656.1	0.082	24.3	5e-08	44.3
QOK71525.1	0.082	24.3	5e-08	44.3
QOK74403.1	0.082	24.3	5e-08	44.3
QOK77294.1	0.082	24.3	5e-08	44.3
QOK80218.1	0.082	24.3	5e-08	44.3
QPF77815.1	0.082	24.3	5e-08	44.3
QRN89438.1	0.082	24.3	5e-08	44.3
QSH50721.1	0.082	24.3	5e-08	44.3
QSH53666.1	0.082	24.3	5e-08	44.3
ABX63311.1	0.082	24.3	5.2e-08	44.3
AHZ82386.1	0.082	24.3	5.2e-08	44.3
AIJ84345.1	0.082	24.3	5.2e-08	44.3
AIJ97423.1	0.082	24.3	5.2e-08	44.3
AOG35852.1	0.082	24.3	5.2e-08	44.3
AOG38849.1	0.082	24.3	5.2e-08	44.3
AOG41865.1	0.082	24.3	5.2e-08	44.3
ATN19103.1	0.082	24.3	5.2e-08	44.3
AVO70950.1	0.082	24.3	5.2e-08	44.3
CDL77662.1	0.082	24.3	5.2e-08	44.3
QOK65706.1	0.082	24.3	5.2e-08	44.3
APF81908.1	0.082	24.3	2e-08	45.7
BAY65466.1	0.082	24.3	0.36	21.8
QNQ63960.1	0.083	24.3	1.9e-08	45.7
QYO51991.1	0.083	24.3	1.5e-15	69.1
QQM47012.1	0.083	24.3	9.8e-17	73.0
QMV27535.1	0.083	24.3	1.9e-08	45.7
BCK29364.1	0.083	24.3	1e-07	43.3
QFY88905.2	0.083	24.3	2.3e-12	58.6
ALA87835.1	0.083	24.3	4.8e-12	57.6
ALA91791.1	0.083	24.3	4.8e-12	57.6
QZS64446.1	0.083	24.3	3.5e-13	61.3
AWK80885.1	0.084	24.3	2.9e-07	41.8
ANQ17846.1	0.084	24.3	7.1e-11	53.7
AJC47230.1	0.084	24.3	9.2e-16	69.8
CAH0066055.1	0.084	24.3	3.9e-12	57.9
AET28241.1	0.084	24.3	7e-08	43.9
AFC57249.1	0.084	24.3	7e-08	43.9
AIT31042.1	0.084	24.3	7e-08	43.9
AJZ98906.1	0.084	24.3	7e-08	43.9
AKO73930.1	0.084	24.3	7e-08	43.9
ALJ65163.1	0.084	24.3	7e-08	43.9
ANR88450.1	0.084	24.3	7e-08	43.9
AOY48772.1	0.084	24.3	5.3e-08	44.3
AOY52369.1	0.084	24.3	5.3e-08	44.3
APF47999.1	0.084	24.3	7e-08	43.9
APF51853.1	0.084	24.3	7e-08	43.9
APF55592.1	0.084	24.3	7e-08	43.9
APF59063.1	0.084	24.3	7e-08	43.9
APF64111.1	0.084	24.3	7e-08	43.9
APF66853.1	0.084	24.3	7e-08	43.9
APF70468.1	0.084	24.3	7e-08	43.9
APF76301.1	0.084	24.3	7e-08	43.9
APF77977.1	0.084	24.3	7e-08	43.9
ATD23546.1	0.084	24.3	7e-08	43.9
AWA79469.1	0.084	24.3	7e-08	43.9
AWB72942.1	0.084	24.3	7e-08	43.9
BAP01902.1	0.084	24.3	7e-08	43.9
BBE14491.1	0.084	24.3	7e-08	43.9
QJS78940.1	0.084	24.3	7e-08	43.9
QJS82586.1	0.084	24.3	7e-08	43.9
QJS86136.1	0.084	24.3	7e-08	43.9
QJS89779.1	0.084	24.3	7e-08	43.9
QJS93372.1	0.084	24.3	7e-08	43.9
QNE70728.1	0.084	24.3	7e-08	43.9
QPC53674.1	0.084	24.3	7e-08	43.9
QTV02273.1	0.084	24.3	7e-08	43.9
QTV08103.1	0.084	24.3	7e-08	43.9
QUY00447.1	0.084	24.3	5.3e-08	44.3
SPM14464.1	0.084	24.3	7e-08	43.9
SPM17111.1	0.084	24.3	7e-08	43.9
SPM22385.1	0.084	24.3	7e-08	43.9
UIO88213.1	0.084	24.3	7e-08	43.9
UNN87018.1	0.084	24.3	7e-08	43.9
QKE06728.1	0.084	24.2	5.6e-09	47.5
AVU32376.1	0.084	24.2	3e-13	61.6
ATU93840.1	0.084	24.2	2.5e-50	183.7
AWB79829.1	0.084	24.2	4.7e-12	57.6
AAP25548.1	0.085	24.2	7.3e-09	47.1
AAT30712.1	0.085	24.2	7.3e-09	47.1
AAT53816.1	0.085	24.2	7.3e-09	47.1
ACP12943.1	0.085	24.2	7.3e-09	47.1
ACQ48955.1	0.085	24.2	7.3e-09	47.1
AHE83014.1	0.085	24.2	7.3e-09	47.1
AHE88916.1	0.085	24.2	7.3e-09	47.1
AIF55929.1	0.085	24.2	7.3e-09	47.1
AIK33135.1	0.085	24.2	7.3e-09	47.1
AIK51948.1	0.085	24.2	7.3e-09	47.1
AIK55934.1	0.085	24.2	7.3e-09	47.1
AIK65384.1	0.085	24.2	7.3e-09	47.1
AJG28431.1	0.085	24.2	7.3e-09	47.1
AJG49188.1	0.085	24.2	7.3e-09	47.1
AJG65714.1	0.085	24.2	7.3e-09	47.1
AJG73009.1	0.085	24.2	7.3e-09	47.1
AJG80887.1	0.085	24.2	7.3e-09	47.1
AJH26857.1	0.085	24.2	7.3e-09	47.1
AJH36296.1	0.085	24.2	7.3e-09	47.1
AJH39382.1	0.085	24.2	7.3e-09	47.1
AJH47418.1	0.085	24.2	7.3e-09	47.1
AJH53586.1	0.085	24.2	7.3e-09	47.1
AJH58927.1	0.085	24.2	7.3e-09	47.1
AJH90541.1	0.085	24.2	7.3e-09	47.1
AJH94557.1	0.085	24.2	7.3e-09	47.1
AJI00949.1	0.085	24.2	7.3e-09	47.1
AJI40616.1	0.085	24.2	7.3e-09	47.1
AJM80238.1	0.085	24.2	7.3e-09	47.1
ALC33834.1	0.085	24.2	7.3e-09	47.1
AMC03702.1	0.085	24.2	7.3e-09	47.1
ANH85896.1	0.085	24.2	7.3e-09	47.1
ANR04186.1	0.085	24.2	7.3e-09	47.1
ANR09482.1	0.085	24.2	7.3e-09	47.1
ANR14783.1	0.085	24.2	7.3e-09	47.1
ANR20084.1	0.085	24.2	7.3e-09	47.1
ANR25384.1	0.085	24.2	7.3e-09	47.1
ANR30685.1	0.085	24.2	7.3e-09	47.1
ANR35987.1	0.085	24.2	7.3e-09	47.1
ANR41283.1	0.085	24.2	7.3e-09	47.1
ANR46577.1	0.085	24.2	7.3e-09	47.1
ANR51873.1	0.085	24.2	7.3e-09	47.1
ANR57168.1	0.085	24.2	7.3e-09	47.1
APT25162.1	0.085	24.2	7.3e-09	47.1
AQM45616.1	0.085	24.2	7.3e-09	47.1
ASE31852.1	0.085	24.2	7.3e-09	47.1
AWU52513.1	0.085	24.2	7.3e-09	47.1
BAR77660.1	0.085	24.2	7.3e-09	47.1
BBB71805.1	0.085	24.2	7.3e-09	47.1
BBK94448.1	0.085	24.2	7.3e-09	47.1
QCX56003.1	0.085	24.2	7.3e-09	47.1
QHA39402.1	0.085	24.2	7.3e-09	47.1
QHA44540.1	0.085	24.2	7.3e-09	47.1
QHA50537.1	0.085	24.2	7.3e-09	47.1
QHA58041.1	0.085	24.2	7.3e-09	47.1
QHA59041.1	0.085	24.2	7.3e-09	47.1
QHA65073.1	0.085	24.2	7.3e-09	47.1
QHD21511.1	0.085	24.2	7.3e-09	47.1
QIY14444.1	0.085	24.2	7.3e-09	47.1
QIY19853.1	0.085	24.2	7.3e-09	47.1
QIY24564.1	0.085	24.2	7.3e-09	47.1
QIY27790.1	0.085	24.2	7.3e-09	47.1
QKU11169.1	0.085	24.2	7.3e-09	47.1
QKU13177.1	0.085	24.2	7.3e-09	47.1
QKU27332.1	0.085	24.2	7.3e-09	47.1
QQD46618.1	0.085	24.2	7.3e-09	47.1
APR35235.1	0.085	24.2	1.7e-08	45.9
UOB94393.1	0.085	24.2	9.8e-09	46.7
QJF15529.1	0.085	24.2	0.00033	31.8
AAF93566.1	0.085	24.2	4.3e-07	41.3
ABQ21543.1	0.085	24.2	1.7e-07	42.6
ACP04704.1	0.085	24.2	4.3e-07	41.3
ACP08458.1	0.085	24.2	1.7e-07	42.6
ACQ59403.1	0.085	24.2	4.3e-07	41.3
ATQ45514.1	0.085	24.2	4.3e-07	41.3
AVH53240.1	0.085	24.2	4.3e-07	41.3
AVI59724.1	0.085	24.2	4.3e-07	41.3
AYV11087.1	0.085	24.2	4.3e-07	41.3
QGF33221.1	0.085	24.2	1.7e-07	42.6
QHA22988.1	0.085	24.2	4.3e-07	41.3
QHQ91508.1	0.085	24.2	7.1e-08	43.9
QLK91305.1	0.085	24.2	4.3e-07	41.3
ARQ91295.1	0.086	24.2	5.9e-12	57.3
ACZ37922.1	0.086	24.2		
ALP53212.1	0.086	24.2	1.7e-07	42.6
ASV22820.1	0.086	24.2	9.8e-12	56.6
QBL51816.1	0.086	24.2	9.8e-12	56.6
AEA78066.1	0.086	24.2	0.00043	31.4
AKB03826.1	0.086	24.2	0.00043	31.4
BCI76640.1	0.086	24.2	0.00043	31.4
ACD73624.1	0.087	24.2	1.3e-08	46.3
AIJ50967.1	0.087	24.2	1.3e-08	46.3
AIJ91263.1	0.087	24.2	1.3e-08	46.3
AIN91632.1	0.087	24.2	1.3e-08	46.3
ALF30918.1	0.087	24.2	1.3e-08	46.3
AOG44928.1	0.087	24.2	1.3e-08	46.3
ASZ87428.1	0.087	24.2	1.3e-08	46.3
ASZ93319.1	0.087	24.2	1.3e-08	46.3
ASZ99171.1	0.087	24.2	1.3e-08	46.3
ATA13899.1	0.087	24.2	1.3e-08	46.3
ATA17016.1	0.087	24.2	1.3e-08	46.3
ATA44459.1	0.087	24.2	1.3e-08	46.3
ATC55558.1	0.087	24.2	1.3e-08	46.3
AUS58448.1	0.087	24.2	1.3e-08	46.3
AZS92411.1	0.087	24.2	1.3e-08	46.3
CAJ12272.1	0.087	24.2	1.3e-08	46.3
QEX82909.1	0.087	24.2	1.3e-08	46.3
QIS29050.1	0.087	24.2	1.3e-08	46.3
QXH25727.1	0.087	24.2	1.3e-08	46.3
SHO32057.1	0.087	24.2	1.3e-08	46.3
URR39745.1	0.087	24.2	1.3e-08	46.3
URR42863.1	0.087	24.2	1.3e-08	46.3
URR46003.1	0.087	24.2	1.3e-08	46.3
URR49152.1	0.087	24.2	1.3e-08	46.3
URR52290.1	0.087	24.2	1.3e-08	46.3
URR55450.1	0.087	24.2	1.3e-08	46.3
URR58588.1	0.087	24.2	1.3e-08	46.3
URR61756.1	0.087	24.2	1.3e-08	46.3
URR64904.1	0.087	24.2	1.3e-08	46.3
URR68057.1	0.087	24.2	1.3e-08	46.3
URR71203.1	0.087	24.2	1.3e-08	46.3
URR74347.1	0.087	24.2	1.3e-08	46.3
URR77434.1	0.087	24.2	1.3e-08	46.3
URR80565.1	0.087	24.2	1.3e-08	46.3
URR83677.1	0.087	24.2	1.3e-08	46.3
URR86785.1	0.087	24.2	1.3e-08	46.3
URR89857.1	0.087	24.2	1.3e-08	46.3
URR92965.1	0.087	24.2	1.3e-08	46.3
URR95617.1	0.087	24.2	1.3e-08	46.3
URS01205.1	0.087	24.2	1.3e-08	46.3
URS04264.1	0.087	24.2	1.3e-08	46.3
URS07358.1	0.087	24.2	1.3e-08	46.3
URS10543.1	0.087	24.2	1.3e-08	46.3
URS13716.1	0.087	24.2	1.3e-08	46.3
URS16827.1	0.087	24.2	1.3e-08	46.3
URS19963.1	0.087	24.2	1.3e-08	46.3
URS23116.1	0.087	24.2	1.3e-08	46.3
URS26249.1	0.087	24.2	1.3e-08	46.3
URS28461.1	0.087	24.2	1.3e-08	46.3
URS32466.1	0.087	24.2	1.3e-08	46.3
URS34607.1	0.087	24.2	1.3e-08	46.3
URS38752.1	0.087	24.2	1.3e-08	46.3
URS40994.1	0.087	24.2	1.3e-08	46.3
URS44860.1	0.087	24.2	1.3e-08	46.3
URS48045.1	0.087	24.2	1.3e-08	46.3
URS51355.1	0.087	24.2	1.3e-08	46.3
URS54644.1	0.087	24.2	1.3e-08	46.3
URS57778.1	0.087	24.2	1.3e-08	46.3
USC12469.1	0.087	24.2	1.3e-08	46.3
QSR26767.1	0.087	24.2	0.01	26.9
BAS43410.1	0.087	24.2	1.6e-10	52.5
UNK72988.1	0.088	24.2	5.2e-13	60.8
QDF29541.1	0.088	24.2	8e-16	70.0
BAZ05205.1	0.088	24.2	2.7e-10	51.8
AFN30023.1	0.088	24.2	7.9	17.3
ASK77178.1	0.088	24.2	7.9	17.3
ASZ59276.1	0.088	24.2	7.9	17.3
UPK08297.1	0.088	24.2	2e-25	101.6
QDU87445.1	0.089	24.2	0.0043	28.1
AZO64482.1	0.089	24.2	0.00025	32.2
QXW47389.1	0.089	24.2	0.007	27.4
ADC73020.1	0.089	24.2	4.4e-06	38.0
AYO85434.1	0.09	24.1	1.3e-05	36.4
UGX95052.1	0.09	24.1	4.5e-09	47.8
UNJ95676.1	0.091	24.1		
ALS93826.1	0.091	24.1	2.6e-13	61.8
AVU03901.1	0.091	24.1	2.6e-13	61.8
QBI17106.1	0.091	24.1	2.6e-13	61.8
QBN23996.1	0.091	24.1	2.6e-13	61.8
QBN40415.1	0.091	24.1	2.6e-13	61.8
QBN44061.1	0.091	24.1	2.6e-13	61.8
QBN47718.1	0.091	24.1	2.6e-13	61.8
QBN51343.1	0.091	24.1	2.6e-13	61.8
QBN54986.1	0.091	24.1	2.6e-13	61.8
QBN58641.1	0.091	24.1	2.6e-13	61.8
QBN69587.1	0.091	24.1	2.6e-13	61.8
QBN73167.1	0.091	24.1	2.6e-13	61.8
QBN76807.1	0.091	24.1	2.6e-13	61.8
QBN80459.1	0.091	24.1	2.6e-13	61.8
QBN84104.1	0.091	24.1	2.6e-13	61.8
AOY46706.1	0.091	24.1	0.00033	31.8
AOY50313.1	0.091	24.1	0.00033	31.8
QHQ89412.1	0.091	24.1	0.00033	31.8
QWH81083.1	0.091	24.1		
QWI46173.1	0.091	24.1		
AMJ56185.1	0.091	24.1	8.7e-13	60.0
QZS54952.1	0.092	24.1	5.5e-05	34.3
AZR95918.1	0.092	24.1	1.7e-73	260.0
QIM71018.1	0.092	24.1	1.7e-73	260.0
SAI68627.1	0.092	24.1	1.7e-73	260.0
AWH22664.1	0.092	24.1	1e-15	69.7
QCG64767.1	0.092	24.1		
QKU71666.1	0.093	24.1	5.2e-08	44.3
QKU75611.1	0.093	24.1	5.2e-08	44.3
QKU79505.1	0.093	24.1	5.2e-08	44.3
UII72037.1	0.093	24.1	8.9e-09	46.8
ATC33451.1	0.093	24.1	3.9e-07	41.4
AJP73907.1	0.093	24.1	0.016	26.2
AWI76850.1	0.094	24.1	2.9	18.8
ALQ67319.1	0.094	24.1	8.8e-09	46.8
EEU32624.1	0.094	24.1	0.00027	32.1
ALL23146.1	0.095	24.1	7.2e-09	47.1
UBM51677.1	0.095	24.1	7.2e-09	47.1
UOK47915.1	0.095	24.1	7.2e-09	47.1
UNO50676.1	0.095	24.1	3.1e-14	64.8
AWH26520.1	0.095	24.1	6e-16	70.5
AZY47799.1	0.096	24.1	1.5e-68	243.7
AZY51170.1	0.096	24.1	1.5e-68	243.7
CAJ47728.1	0.096	24.1	1.5e-68	243.7
AHF03359.1	0.096	24.1	1.6e-10	52.6
CCG46759.1	0.096	24.1	9e-06	36.9
UDV47701.1	0.097	24.0	3.1	18.7
ABN53893.1	0.097	24.0	0.0016	29.5
ADU73376.1	0.097	24.0	0.0016	29.5
ALX07298.1	0.097	24.0	0.0016	29.5
ANV75036.1	0.097	24.0	0.0016	29.5
AEP13311.1	0.097	24.0	4.4e-13	61.0
QUV80593.1	0.097	24.0	4.4e-13	61.0
ART78995.1	0.097	24.0	1.4e-07	42.9
BCK02127.1	0.097	24.0	5.2e-08	44.3
UGB28421.1	0.097	24.0		
QKD85773.1	0.098	24.0	9.6e-14	63.2
QGA58739.1	0.098	24.0	1.9e-08	45.7
ASF40732.1	0.098	24.0	1.2e-05	36.5
BCK14885.1	0.099	24.0	1.2e-07	43.1
QMW75870.1	0.099	24.0	0.0017	29.4
QPS13793.1	0.099	24.0	0.0017	29.4
QQV05661.1	0.099	24.0	0.0017	29.4
QQY27389.1	0.099	24.0	0.0017	29.4
QNI27193.1	0.099	24.0	0.0023	29.0
BDG03442.1	0.099	24.0	5.4e-09	47.5
AXA35961.1	0.1	24.0	1e-14	66.4
AVQ82608.1	0.1	24.0	3.6e-16	71.2
QRY33114.1	0.1	24.0	3.6e-16	71.2
QCX77903.1	0.1	24.0	2.3e-14	65.2
AQM68778.1	0.1	24.0	0.031	25.3
AGI10320.1	0.1	24.0	1.9e-137	470.7
AJZ46601.1	0.1	24.0	1.9e-137	470.7
QHS23524.1	0.1	24.0		
UKA21660.1	0.1	24.0	3.8e-06	38.2
ATG74544.1	0.1	24.0	2.2e-06	39.0
QUY47446.1	0.1	24.0	2.8e-11	55.1
UOE34455.1	0.1	24.0	1.4e-11	56.1
AVK50018.1	0.1	24.0	0.00052	31.1
AWB91428.1	0.1	24.0	0.0049	27.9
QPS90342.1	0.1	24.0	3.4e-08	44.9
QIW21414.1	0.1	24.0	1.6e-08	45.9
UQY97995.1	0.1	24.0	9.5e-14	63.2
BAQ64919.1	0.1	24.0	0.077	24.0
AER55593.1	0.1	24.0	5.7e-103	357.1
QGG26655.1	0.1	24.0	9e-12	56.7
QIB05346.1	0.1	24.0	4.5e-06	37.9
QKS83277.1	0.1	24.0	4.5e-06	37.9
AVO44721.1	0.1	24.0	0.00064	30.8
AFA72197.1	0.1	24.0	4.1e-19	80.9
QUD81686.1	0.1	24.0	4.1e-19	80.9
UJD79470.1	0.1	23.9	2.0	19.3
UJD84025.1	0.1	23.9	2.0	19.3
AEQ53693.1	0.1	23.9	5.5e-32	123.3
QJR20143.1	0.1	23.9	5.5e-32	123.3
AEA77658.1	0.1	23.9	4.4e-08	44.5
ATD28380.1	0.1	23.9	5.2e-08	44.3
AWB71581.1	0.1	23.9	5.2e-08	44.3
BCK08037.1	0.1	23.9	5.2e-08	44.3
BCK25461.1	0.1	23.9	5.2e-08	44.3
BCK32570.1	0.1	23.9	5.2e-08	44.3
BDA01462.1	0.1	23.9	1.1e-07	43.2
QAV03756.1	0.1	23.9	2.1e-07	42.3
AJH61988.1	0.1	23.9	6.4e-09	47.3
AJH83697.1	0.1	23.9	6.4e-09	47.3
AJK33616.1	0.1	23.9	6.4e-09	47.3
QKH65187.1	0.1	23.9	6.4e-09	47.3
QKH73315.1	0.1	23.9	6.4e-09	47.3
QKI19494.1	0.1	23.9	6.4e-09	47.3
AML56696.1	0.1	23.9	2.1e-11	55.5
QHG25698.1	0.1	23.9		
SDS94120.1	0.1	23.9	1.2	20.0
AWH30404.1	0.11	23.9	1e-15	69.7
UQN54049.1	0.11	23.9	2.1e-06	39.0
UBT77439.1	0.11	23.9	0.027	25.5
QDD13390.1	0.11	23.9	9.7e-09	46.7
AKM79296.1	0.11	23.9	0.025	25.6
AYC06319.1	0.11	23.9	6.8e-08	43.9
QIJ77678.1	0.11	23.9		
QIJ82578.1	0.11	23.9		
AKF04879.1	0.11	23.9	4.2e-06	38.0
QUW33167.1	0.11	23.9	6.4e-09	47.3
UBR32997.1	0.11	23.9	6.4e-09	47.3
SPM19722.1	0.11	23.9	7.7e-08	43.7
AVM68743.1	0.11	23.9	9.1e-10	50.1
QGY45946.1	0.11	23.9	5.5e-14	64.0
QOF52784.1	0.11	23.9	8.3e-14	63.4
QQX96362.1	0.11	23.9	8.3e-14	63.4
UAA14679.1	0.11	23.9	8.3e-14	63.4
AVJ19951.1	0.11	23.9	1e-05	36.8
QPI83167.1	0.11	23.9	1.5e-08	46.1
UJR82519.1	0.11	23.9	5.7e-06	37.6
QIO36378.1	0.11	23.9	1.4e-08	46.2
QGL78490.1	0.11	23.9	3e-12	58.3
UPI87255.1	0.11	23.9	1.7	19.5
AWH34356.1	0.11	23.9	9.8e-16	69.7
VEG29539.1	0.11	23.9		
APX68146.1	0.11	23.9	1.8e-08	45.8
ABV66951.1	0.11	23.9	0.001	30.2
SNV26157.1	0.11	23.9	0.001	30.2
QOF78904.1	0.11	23.9	8.7e-20	83.1
SCD25603.1	0.11	23.9	1.9e-08	45.7
AZA46629.1	0.11	23.9	6.6e-13	60.4
APE32109.1	0.11	23.8	1.7e-93	325.9
QGZ75128.1	0.11	23.8	2.6e-113	391.2
QGY77476.1	0.11	23.8	6.2e-13	60.5
BCI77118.1	0.11	23.8	2.8e-07	41.9
ASY72308.1	0.11	23.8		
QUN12918.1	0.11	23.8	0.0047	28.0
CQR63986.1	0.11	23.8	4.7e-15	67.5
AUB83202.1	0.11	23.8	3.3e-16	71.3
AHB88850.1	0.12	23.8		
QII30350.1	0.12	23.8	2.6e-11	55.1
QOL50952.1	0.12	23.8	0.00036	31.6
ATM97094.1	0.12	23.8	0.0026	28.8
APY15373.1	0.12	23.8	1.9e-08	45.7
APX04986.1	0.12	23.8	0.0099	26.9
BAU06952.1	0.12	23.8	0.019	26.0
AJG94751.1	0.12	23.8	7.1e-09	47.1
AMB42511.1	0.12	23.8	0.19	22.7
ATL27874.1	0.12	23.8	6.4e-16	70.4
AAO36741.1	0.12	23.8	0.079	23.9
AXO92363.1	0.12	23.8	6.4e-09	47.3
QBJ67415.1	0.12	23.8	6.4e-09	47.3
CCO61092.1	0.12	23.7	0.00024	32.2
QKN79779.1	0.12	23.7	3.2e-09	48.3
ALI53967.1	0.12	23.7	5.5	17.9
ULG10914.1	0.12	23.7	6.7e-06	37.4
QVK17134.1	0.12	23.7	0.0064	27.5
QIX70482.1	0.12	23.7	1.3e-12	59.4
QOV58724.1	0.12	23.7	1.3e-12	59.4
BAF90635.1	0.12	23.7	4.6e-09	47.8
ASX11856.1	0.12	23.7	1.4e-10	52.8
QLP50522.1	0.12	23.7	0.35	21.8
QPQ14006.1	0.12	23.7	0.35	21.8
ART53148.1	0.12	23.7	0.00027	32.1
BBW73848.1	0.12	23.7	1.3e-13	62.8
QLW87202.1	0.12	23.7	1.3e-13	62.8
ARR43349.1	0.12	23.7	0.012	26.6
QDP23887.1	0.12	23.7	9.5e-09	46.7
QQO24202.1	0.12	23.7	1.5e-07	42.8
AUX95251.1	0.12	23.7	2.6e-05	35.4
APO71463.1	0.13	23.7		
VEI15700.1	0.13	23.7	0.00026	32.1
QDS87402.1	0.13	23.7	3.4e-05	35.0
QDV55618.1	0.13	23.7	0.00012	33.2
UPT77171.1	0.13	23.7	0.52	21.2
QKJ57013.1	0.13	23.7	3.1	18.7
QXI31384.1	0.13	23.6	5.7e-08	44.2
AAL54369.1	0.13	23.6	2e-08	45.7
QUV92240.1	0.13	23.6	9.8e-14	63.2
QBD85599.1	0.13	23.6	0.092	23.7
QBD87954.1	0.13	23.6	0.092	23.7
AFY91838.1	0.13	23.6	2e-05	35.8
UIN36153.1	0.13	23.6	8.5e-05	33.7
AML56194.1	0.13	23.6	5.9e-06	37.5
AYZ71538.1	0.13	23.6	6.2e-13	60.5
QJP21256.1	0.13	23.6	6.2e-13	60.5
UKJ25044.1	0.13	23.6	6.2e-13	60.5
QUV82910.1	0.13	23.6	1.9e-10	52.3
SNV20291.1	0.13	23.6	8.6e-10	50.2
ART49645.1	0.13	23.6	0.001	30.2
AZO63893.1	0.13	23.6	0.00053	31.1
QDU93057.1	0.13	23.6	2.8e-07	41.9
AIY75674.1	0.13	23.6	8.3e-09	46.9
AJI06121.1	0.13	23.6	8.3e-09	46.9
ARO17521.1	0.13	23.6	8.3e-09	46.9
ALK29216.1	0.13	23.6	6.4e-45	165.9
QUN56306.1	0.13	23.6	6.5e-06	37.4
ACA11123.1	0.13	23.6	9.2e-13	60.0
QJP47426.1	0.13	23.6	9.2e-13	60.0
QJP49535.1	0.13	23.6	9.2e-13	60.0
QJP55068.1	0.13	23.6	9.2e-13	60.0
QMT65181.1	0.13	23.6	9.2e-13	60.0
QPC00281.1	0.13	23.6	9.2e-13	60.0
QPC02302.1	0.13	23.6	9.2e-13	60.0
QTX28043.1	0.13	23.6	9.2e-13	60.0
QTX30051.1	0.13	23.6	9.2e-13	60.0
UIT41333.1	0.13	23.6	9.2e-13	60.0
UIT45718.1	0.13	23.6	9.2e-13	60.0
QEG15415.1	0.13	23.6	0.01	26.9
QGQ31268.1	0.13	23.6	0.01	26.9
QQR35426.1	0.13	23.6	1.5e-06	39.5
QDQ05344.1	0.13	23.6	3.6e-09	48.1
AUU10762.1	0.13	23.6	1.7e-11	55.8
AYO10539.1	0.13	23.6	0.012	26.6
VED45388.1	0.13	23.6	1.6e-05	36.1
SQI79446.1	0.13	23.6	0.00017	32.8
AIR88340.1	0.14	23.6	7.5e-05	33.9
AEI16491.1	0.14	23.6	1.6e-73	260.1
ADK04296.1	0.14	23.6	6.4e-09	47.3
BAZ51717.1	0.14	23.6	1e-05	36.7
ABV84715.1	0.14	23.5		
BBD69670.1	0.14	23.5	0.044	24.8
AKT32503.1	0.14	23.5	8.9e-05	33.7
AOE58832.1	0.14	23.5	8.9e-05	33.7
APP99786.1	0.14	23.5	8.9e-05	33.7
APQ05546.1	0.14	23.5	8.9e-05	33.7
AQX61176.1	0.14	23.5	8.9e-05	33.7
